,EC,p_value,adjusted_p_value,mean_1,std_1,median_1,mean_0,std_0,median_0,delta_mean,delta_median
1099,1.14.13.111,0.0003754725770409404,0.017303202726316854,19.552142857142858,11.086149130830796,20.47,6.846739130434783,4.949574006416163,6.34,12.705403726708074,14.129999999999999
1105,"1.14.13.113,1.14.13.24",4.17983800360591e-06,0.0012770179145090797,0.9285714285714287,0.625515297778641,0.98,0.1378260869565217,0.2838011631213585,0.0,0.7907453416149071,0.98
1118,1.14.13.128,0.00042190256159957065,0.018199764408986473,1.0728571428571427,0.8136639230000533,0.835,0.38043478260869557,0.6280160497870816,0.08499999999999999,0.6924223602484472,0.75
1121,1.14.13.142,0.002289571677744721,0.045510064505340245,164.26642857142858,57.19300114613711,171.18,103.78891304347826,50.12879916116348,88.61,60.47751552795032,82.57000000000001
1137,1.14.13.168,0.002159833845893682,0.04410017176924995,22.322857142857146,10.04715768518741,22.695,12.835652173913042,8.18462786388736,10.95,9.487204968944104,11.745000000000001
1148,"1.14.13.195,1.14.13.196,1.14.13.59",0.002158910159833058,0.04410017176924995,1.1157142857142859,1.182157315405757,0.65,4.262391304347827,5.31648428486615,2.145,-3.1466770186335413,-1.495
1188,1.14.13.231,6.629849062063965e-06,0.0015625607117990185,0.4585714285714286,0.31822851499371024,0.48,0.07195652173913045,0.10937807516605937,0.0,0.38661490683229816,0.48
1207,"1.14.13.25,1.6.5.8",0.002641577141351018,0.049482526976382835,0.13285714285714287,0.18637246008343347,0.03,0.015652173913043476,0.04923997023950305,0.0,0.11720496894409939,0.03
1233,"1.14.13.81,5.3.1.8,5.4.2.8",0.0006219469562998806,0.023819970525849766,2.6292857142857144,5.577758720753235,0.8300000000000001,0.6345652173913043,1.378792329984814,0.20500000000000002,1.9947204968944101,0.625
1284,1.14.14.35,0.0015127023179628551,0.038474815521247416,75.01785714285714,24.935675011222497,67.44,48.38086956521739,22.152603912710163,45.695,26.63698757763975,21.744999999999997
1300,1.14.15.11,0.0002882547456000929,0.015559466679350084,0.12285714285714287,0.21322116523957568,0.0,0.0034782608695652175,0.023332883243476068,0.0,0.11937888198757765,0.0
1364,"1.14.19.19,1.14.19.29,1.14.19.38,1.14.19.47",0.00021715662658413666,0.013994726661660494,0.06071428571428572,0.11725821845789046,0.0,0.0,0.0,0.0,0.06071428571428572,0.0
1391,1.14.20.1,0.0015501687353454735,0.03874952090262064,0.1692857142857143,0.24161552355858634,0.0,0.0667391304347826,0.294087049726157,0.0,0.10254658385093168,0.0
1392,1.14.20.3,0.0003378808991557381,0.01707275925561522,0.12714285714285714,0.1250958815942265,0.125,0.01934782608695652,0.05639157252458777,0.0,0.10779503105590062,0.125
1416,1.14.99.56,3.5626815332660395e-06,0.0012413726500984789,0.47357142857142864,0.6236139733481779,0.26,0.09021739130434782,0.31068989943444575,0.0,0.38335403726708084,0.26
1424,"1.15.1.1,1.3.2.3,1.5.1.6,2.7.1.105,3.1.3.46",0.001685839144003547,0.03951841973220352,0.07642857142857143,0.09903874731330034,0.025,0.014782608695652172,0.04495113919506199,0.0,0.06164596273291926,0.025
1452,"1.16.3.3,1.7.2.1,3.2.1.97",0.0022718194405507257,0.045510064505340245,0.47357142857142864,0.7398514053786857,0.1,0.1676086956521739,0.6933948770913724,0.0,0.30596273291925474,0.1
1467,"1.17.1.1,2.6.1.59",1.6158326903110898e-05,0.002776875804661704,0.10642857142857144,0.09332027362469399,0.1,0.01673913043478261,0.05030577578672977,0.0,0.08968944099378884,0.1
1484,"1.17.1.4,1.17.1.5,1.2.5.3",0.00021715662658413666,0.013994726661660494,0.01,0.01690308509457033,0.0,0.0,0.0,0.0,0.01,0.0
1491,"1.17.1.4,1.2.5.3,1.2.99.7",0.00021715662658413666,0.013994726661660494,0.012857142857142857,0.023733211036908786,0.0,0.0,0.0,0.0,0.012857142857142857,0.0
1506,"1.17.1.9,1.18.1.2,1.19.1.1,1.5.8.1,1.5.8.2,5.2.1.13",0.0006266133596932233,0.023819970525849766,3.4964285714285714,2.0751853863583136,3.97,1.265,1.2755625357498923,0.965,2.2314285714285713,3.0050000000000003
1511,"1.17.1.9,1.4.1.13,1.4.1.14",4.0159014368194344e-05,0.005176120461300549,0.19071428571428575,0.14670009668485887,0.19,0.043478260869565216,0.10106427983142707,0.0,0.14723602484472054,0.19
1514,"1.17.1.9,1.7.7.2",5.342467448280959e-05,0.006120835275120783,1.0157142857142858,0.7618840771001685,0.885,0.22978260869565217,0.3469963609033259,0.09,0.7859316770186336,0.795
1524,"1.17.4.1,4.6.1.1",0.002394845749392546,0.04670232290009246,1.8628571428571428,2.3983042478605845,0.88,0.30434782608695654,0.8353277205720779,0.0,1.5585093167701862,0.88
1536,"1.17.7.4,2.5.1.19,2.7.4.25,6.3.2.1",0.001611478659201492,0.03882866306321628,0.05357142857142857,0.0870637814525439,0.0,0.0019565217391304345,0.013124746824455285,0.0,0.051614906832298135,0.0
1538,"1.17.7.4,2.7.11.1",0.000197698487160318,0.013994726661660494,0.665,0.8431043826241208,0.225,0.1358695652173913,0.41485762925609176,0.0,0.5291304347826087,0.225
1539,"1.17.7.4,2.7.4.25",0.00170548641346399,0.03951841973220352,31.687857142857144,11.852676719128185,29.645,21.80347826086956,8.167664297436223,20.95,9.884378881987583,8.695
1543,"1.17.8.1,1.3.3.15,1.3.3.4,1.3.5.5,1.3.5.6",0.0005886121510888493,0.02294899507065244,1.1457142857142857,1.0877743613564763,0.9,0.24891304347826093,0.41339121517805555,0.135,0.8968012422360248,0.765
1547,1.17.99.2,0.00022446074026275613,0.014134172873492177,0.44499999999999995,0.35518104035628284,0.395,0.11913043478260871,0.2397537331346164,0.03,0.32586956521739124,0.365
1562,"1.18.1.2,1.19.1.1,1.3.1.1,1.4.1.13,1.4.1.14",0.0002338572939929805,0.014141675439300535,0.5171428571428571,0.5648062698385877,0.31,0.1182608695652174,0.23763604202395117,0.0,0.3988819875776397,0.31
1589,"1.2.1.12,6.1.1.22",0.0015252675668883085,0.038474815521247416,0.415,0.8797463108354425,0.0,0.0,0.0,0.0,0.415,0.0
1594,"1.2.1.16,1.2.1.18,1.2.1.20,1.2.1.27,1.2.1.79",5.59847588895427e-06,0.0014817654147085296,0.03142857142857143,0.03925323332581167,0.005,0.0013043478260869564,0.008749831216303525,0.0,0.030124223602484474,0.005
1604,"1.2.1.16,1.2.1.20,1.2.1.3,1.2.1.71,1.2.1.79,1.2.1.9,1.2.99.10",0.001175081122219287,0.034780746416604086,0.10571428571428572,0.23426829203513913,0.0,0.003913043478260869,0.020160040207599355,0.0,0.10180124223602485,0.0
1608,"1.2.1.16,1.2.1.20,1.2.1.3,1.2.1.79,1.2.1.88,1.5.5.2",0.0015252675668883085,0.038474815521247416,0.013571428571428571,0.030380243311623905,0.0,0.0,0.0,0.0,0.013571428571428571,0.0
1610,"1.2.1.16,1.2.1.20,1.2.1.32,1.2.1.79,1.2.1.85",0.001484737104998027,0.038474815521247416,0.06857142857142857,0.09062143729802118,0.0,0.004999999999999999,0.018267338398735407,0.0,0.06357142857142857,0.0
1630,"1.2.1.21,1.2.1.22",0.0018099929882128627,0.041018220219142594,35.22071428571429,14.64384876433286,33.55,20.652173913043477,13.132681423116095,17.545,14.56854037267081,16.004999999999995
1675,"1.2.1.3,1.2.1.88,1.5.5.2",0.0005897911207392796,0.02294899507065244,2.849285714285714,3.6438803184943116,1.655,0.8634782608695651,0.9091640149330313,0.535,1.985807453416149,1.12
1682,"1.2.1.3,1.5.1.6",0.0015252675668883085,0.038474815521247416,0.060714285714285714,0.14280177498468122,0.0,0.0,0.0,0.0,0.060714285714285714,0.0
1697,"1.2.1.39,1.2.1.54,1.2.1.99",0.0021200162290649824,0.04410017176924995,0.21285714285714288,0.2174340153251284,0.20500000000000002,0.03543478260869565,0.06198550046931138,0.0,0.17742236024844724,0.20500000000000002
1725,"1.2.1.70,3.5.1.9",7.127473314545382e-05,0.007144587458081233,0.8571428571428571,0.467629715715766,0.805,0.2667391304347826,0.4344614574781363,0.135,0.5904037267080745,0.67
1796,"1.2.5.3,1.3.99.16,1.3.99.8",0.002629907768465047,0.049417105198332964,0.027857142857142858,0.05016808482186535,0.0,0.009347826086956522,0.06270712371684195,0.0,0.018509316770186336,0.0
1804,"1.2.7.1,1.2.7.3",8.922593502394676e-05,0.008000268891440619,0.4678571428571429,0.5254818003023317,0.3,0.08695652173913043,0.3095850628714491,0.0,0.3809006211180125,0.3
1807,"1.2.7.11,1.2.7.3,1.2.7.7",9.298342564112167e-05,0.008247529872189383,7.028571428571428,4.887692790706728,5.055,2.5180434782608696,3.42212533730087,1.025,4.510527950310558,4.029999999999999
1814,"1.2.7.3,1.2.7.7",1.792871700301815e-05,0.0030182446236305454,3.879285714285715,2.7088148813133186,2.58,1.013695652173913,1.3242985981030178,0.6000000000000001,2.865590062111802,1.98
1824,1.2.99.7,0.0015298508293089042,0.038474815521247416,1.3585714285714285,1.1274804853734541,1.165,0.46608695652173915,0.8354573812689814,0.23,0.8924844720496894,0.935
1828,1.20.4.1,0.0004013082784732229,0.017945602169443138,1962.8078571428573,97.04942674288421,1948.875,1858.7391304347825,85.70659288795258,1856.46,104.06872670807479,92.41499999999996
1842,"1.21.4.2,1.21.4.3",0.001611478659201492,0.03882866306321628,0.03857142857142857,0.07424449405820732,0.0,0.0006521739130434782,0.004374915608151762,0.0,0.03791925465838509,0.0
1845,"1.21.4.2,1.21.4.4",0.002151729947507787,0.04410017176924995,0.3585714285714286,0.4323004435220808,0.065,0.10369565217391304,0.3183063789035049,0.0,0.2548757763975156,0.065
1862,"1.3.1.1,1.3.1.2,1.97.1.9",0.0011296206884202859,0.03438465335342781,1.5642857142857138,1.9872260432418793,0.65,0.2684782608695652,0.4769557786051045,0.06,1.2958074534161486,0.5900000000000001
1868,"1.3.1.101,1.3.1.111,1.3.1.83,1.3.7.11",2.2622566171314666e-05,0.0035210103461731073,0.7564285714285716,0.4266917111059583,0.73,0.20782608695652174,0.2906133920990166,0.11,0.5486024844720498,0.62
1877,1.3.1.108,9.28845719419133e-06,0.0017413746226110065,3.3364285714285713,2.254568717524666,2.7800000000000002,0.7332608695652173,0.7753682276627082,0.565,2.603167701863354,2.2150000000000003
