EC,p_value,adjusted_p_value,mean_1,std_1,median_1,mean_0,std_0,median_0,delta_mean,delta_median,EC_list,EC_target
"1.14.12.11,1.14.12.19,1.14.12.3",0.00029424257220423376,0.017461920705846935,3.8572727272727265,1.693136363026219,3.87,1.589591836734694,1.2828061701353959,0.95,2.2676808905380326,2.92,"['1.14.12.11', '1.14.12.19', '1.14.12.3']",1.14.12
