compound,EC,ro,p_value,adjusted_p_value
Abacavir,"3.5.2.2,3.5.2.5",0.37853655696406163,0.002861035915584492,0.008149988987549314
Abacavir,"2.3.1.16,2.3.1.174",0.450937465277732,0.0002993755849422694,0.0010806387839484076
Abacavir,1.8.99.5,0.30555912518313205,0.0175894609682906,0.039622387571871046
Abacavir,"2.9.1.1,3.1.3.15,4.1.1.81,4.2.1.19",0.32572875649626964,0.011095256889561705,0.02672010953591779
Abacavir,"1.3.1.21,1.3.1.71",0.33933019127477443,0.007993417479372836,0.020107785424605475
Abacavir,"2.3.3.13,4.1.3.39",0.4397616482561107,0.0004386249153565192,0.0015225052533369436
Abacavir,"1.14.13.127,1.14.13.2",0.34235968773149555,0.007416027893063364,0.01883062750546833
Abacavir,"1.1.1.18,1.1.1.369,1.3.1.64",0.4125764888621725,0.0010535522635300556,0.0033470251866229784
Abacavir,2.1.1.204,0.40992507785632964,0.001143153083203962,0.003601310712504824
Abacavir,1.1.1.335,0.3485780015257732,0.006343898965672667,0.016427799543590905
Abacavir,"1.14.13.25,1.18.1.7",0.3566373266203034,0.005157898393821653,0.01371618213557405
Abacavir,"3.1.1.11,3.2.1.55",0.4559600188104444,0.0002510717566465606,0.000920756433859961
Abacavir,"1.12.5.1,1.12.99.6",0.3960957171179104,0.0017313816662985545,0.005223941554092919
Abacavir,1.1.2.8,0.48471543581773807,8.685919345984826e-05,0.0003506833847312268
Abacavir,3.1.6.14,0.43196776642332685,0.0005681434686418055,0.0019227542005991053
Abacavir,3.4.21.116,0.31620557702405944,0.013843246924239402,0.032323631193552256
Abacavir,"5.4.4.3,6.3.1.2",0.5620250351339153,2.972201625846602e-06,1.5879286780631816e-05
Abacavir,3.4.24.37,0.43976135761689633,0.00043862919802592026,0.0015225081095150445
Abacavir,"1.14.19.1,1.14.19.42",0.33068538200186537,0.00986170807854168,0.024136442489875197
Abacavir,1.2.1.28,0.43726225606877517,0.0004768916366590055,0.001642506063994161
Abacavir,"1.14.12.1,1.14.12.15",0.44856090109912033,0.0003250631370022764,0.0011632444534922846
Abacavir,"2.7.7.73,2.7.7.80",0.3505987283199744,0.006026043211948814,0.015719867328181418
Abacavir,4.2.1.53,0.32854044483248135,0.010380090381398073,0.02522670951949935
Abacavir,2.6.1.98,0.35167200897772594,0.0058629682496921355,0.01535216017369224
Abacavir,1.1.1.290,0.30741957261844033,0.016878460891186376,0.03823410769481489
Abacavir,3.6.3.24,0.4180489622079048,0.0008883289496956403,0.0028711703008377854
Abacavir,4.4.1.21,0.3005341744847027,0.019638841140244945,0.04311977028035519
Abacavir,"3.1.3.16,5.2.1.8",0.33508493979602094,0.008868292549993353,0.022020062574310627
Abacavir,"1.2.1.10,1.2.1.87",0.3374409074946115,0.008373010324730168,0.02094390076190449
Abacavir,1.2.7.12,0.29499541603600604,0.022129648379246466,0.048141902333776236
Abacavir,"1.4.99.5,1.5.3.1",0.30580391053386663,0.017494475879276866,0.03943729074263636
Abacavir,"1.14.18.3,1.14.99.39",0.46563169235500923,0.00017753401830031208,0.000671080907170196
Abacavir,2.4.1.255,0.3074838963002458,0.01685432446145277,0.03818611578433664
Abacavir,"1.18.1.1,1.7.1.15",0.30076692277189193,0.019539619768967818,0.04291626282255678
Abacavir,6.3.2.39,0.4833273373975963,9.162629203340764e-05,0.00036814320436131956
Abacavir,"1.1.1.1,1.2.1.10",0.4724657023965333,0.0001381005040939159,0.000534618416233794
Abacavir,"3.1.1.45,3.1.1.76",0.2999220571860052,0.01990183634964916,0.043656044249859235
Abacavir,"3.6.1.55,3.6.1.67",0.34269785458373564,0.007353894658910148,0.018693308303288237
Abacavir,"4.1.1.35,4.2.1.46,5.1.3.2,5.1.3.7",0.4438020494011273,0.00038262937341481724,0.0013473440528821636
Abacavir,"4.2.1.113,5.5.1.1,5.5.1.7",0.6100313633935178,2.2886579872186015e-07,1.5149642773018466e-06
Abacavir,"1.3.1.21,1.3.1.70",0.34988744387623016,0.006136296039055592,0.01596441879553383
Abacavir,2.7.1.46,0.3655892613239977,0.004073299747469143,0.011125764056065955
Abacavir,"4.2.1.42,4.4.1.24",0.35573071054975003,0.005280773142667592,0.014002828160354341
Abacavir,"1.3.2.3,3.5.3.4",0.30227436889963566,0.01890725898813008,0.04172039506369514
Abacavir,"2.3.1.189,2.3.1.59,2.3.1.82",0.3125461461280406,0.015045037313512687,0.034702586459731594
Abacavir,1.14.13.236,0.39523302275491684,0.0017757736526657665,0.0053422409772700815
Abacavir,"1.14.12.11,1.14.12.12,1.14.12.18,1.14.12.23,1.14.12.24,1.14.12.3",0.3395515280682862,0.007949944127506384,0.020012039659558358
Abacavir,"2.7.8.42,2.7.8.43",0.3976820487726335,0.0016523390744637063,0.00501164913456126
Abacavir,4.1.1.38,0.4550277528848707,0.0002594606503908808,0.0009485635471812164
Abacavir,"2.1.1.163,2.1.1.201,2.1.1.77,2.4.2.7",0.3111375198974719,0.015530931309275929,0.0356419375257342
Abacavir,"4.2.1.156,4.2.1.42,5.1.2.2",0.3982568296877262,0.0016245072161679872,0.0049352495581883845
Abacavir,"1.8.98.5,1.8.98.6",0.31722094469462203,0.013524791243299368,0.03171737466175064
Abacavir,1.14.13.208,0.3019607382450707,0.019037368874242115,0.04199822693202926
Abacavir,1.14.13.227,0.31930938915893003,0.012889545949109632,0.03043492580855882
Abacavir,2.7.11.22,0.3427362863121495,0.007346862247031517,0.01867769790724866
Abacavir,4.1.1.87,0.31886889037140836,0.013021350799581447,0.030700020920443907
Abacavir,2.7.7.47,0.3238819483801959,0.011587857027033572,0.02774440456037559
Abacavir,"5.1.3.25,5.1.3.6",0.31191360611070984,0.015261589587651886,0.03512640914889438
Abacavir,"2.5.1.30,2.5.1.90",0.36309570671871033,0.004353042185400841,0.011799836304611842
Abacavir,"2.4.1.122,2.4.1.303",0.35469690670919,0.005424020973243671,0.014337919442066959
Abacavir,"2.5.1.47,6.1.1.16",0.3843160170959772,0.002432358241438569,0.007064442290057143
Acesulfame,"3.2.1.23,3.4.24.40",0.5358694127948715,1.0225455190960982e-05,4.901637736629387e-05
Acesulfame,"3.5.1.104,3.5.1.41,3.5.2.5",0.7031214556076624,3.759338053301916e-10,6.651301655306052e-09
Acesulfame,"3.1.3.82,3.1.3.83,5.3.1.28",0.3436809465971433,0.007175841084447399,0.018299263873711568
Acesulfame,2.1.1.213,0.40320409859802375,0.0014017801334513188,0.004324555736750209
Acesulfame,1.3.8.9,0.3477565709463225,0.006477249979827157,0.016724990392332415
Acesulfame,"2.8.1.15,6.3.4.19",0.3162209701601842,0.013838371376570464,0.032313618589922946
Acesulfame,"2.7.13.3,3.1.1.61,3.5.1.44",0.3220754986745568,0.012087859960499431,0.028781503471312794
Acesulfame,"2.4.1.266,2.4.1.268,2.7.1.39,3.1.3.10,3.1.3.3,3.1.3.5",0.42582049254833504,0.0006937625877562921,0.0023000015202545455
Acesulfame,"5.1.3.8,5.3.1.8",0.5779070587217803,1.331264297402844e-06,7.584321730785209e-06
Acesulfame,"3.5.3.4,4.3.2.3",0.3472174134719871,0.006566105643921956,0.016924231529558194
Acesulfame,1.5.1.47,0.31322489686022587,0.014815601153752241,0.03422971076565769
Acesulfame,"2.1.1.80,2.7.11.1,2.7.13.3,3.1.1.61",0.40271772453457616,0.0014223915925199474,0.004381600164187023
Acesulfame,"2.7.6.3,3.5.4.16",0.5028708269001948,4.226095184553332e-05,0.0001817187893632433
Acesulfame,4.1.1.29,0.7182914392779842,1.0411429556482307e-10,2.0912868459230716e-09
Acesulfame,"3.2.1.1,3.2.1.10,5.4.99.16",0.6415044208629511,3.337262836849793e-08,2.6813018940809894e-07
Acesulfame,"3.4.15.5,3.4.24.70",0.6489374335466863,2.05008214699977e-08,1.7501781886389572e-07
Acesulfame,5.3.3.19,0.517087653261343,2.3348955085381615e-05,0.0001055861669798434
Acesulfame,"1.1.2.3,1.1.3.15,1.1.3.46",0.576964385248585,1.3979178462535347e-06,7.933649822219466e-06
Acesulfame,2.4.1.20,0.5722221971901785,1.783279428099044e-06,9.924614208330552e-06
Acesulfame,4.1.1.22,0.7014123513554731,4.322697127795731e-10,7.566207238673969e-09
Acesulfame,"1.97.1.4,4.3.99.3",0.34816093905207407,0.006411301147612754,0.016579120748953024
Acesulfame,2.7.1.83,0.5678240949979528,2.227505994823856e-06,1.217743863651428e-05
Acesulfame,1.14.13.70,0.3890553522857007,0.0021245794834074258,0.006264414562678797
Acesulfame,1.14.11.55,0.6580359196830018,1.1085068148332487e-08,1.4771162121324808e-07
Acesulfame,2.6.1.77,0.6159467922620101,1.6195655597629642e-07,1.1029547995665713e-06
Acesulfame,1.2.1.8,0.6863191382604659,1.4237805928248242e-09,2.2432522198171686e-08
Acesulfame,2.1.1.195,0.6888553384970595,1.1711931342727254e-09,1.877757946257332e-08
Acesulfame,4.1.99.17,0.5522715652235975,4.769684283210605e-06,2.45355556959292e-05
Acesulfame,"1.1.1.83,1.1.1.93,4.1.1.73",0.6052529670771454,3.0107531860577234e-07,1.946141165336005e-06
Acesulfame,"1.1.1.31,1.1.1.411",0.6609446694755214,9.06660088703299e-09,1.2273645635532088e-07
Acesulfame,"3.1.2.4,4.2.1.17",0.570823543929553,1.9146567080727963e-06,1.0595876894428441e-05
Acesulfame,5.4.99.21,0.6477622420127387,2.2162201204202364e-08,1.876720411175397e-07
Acesulfame,2.7.7.72,0.6453432612655482,2.599050719482384e-08,2.1493698137846747e-07
Acesulfame,5.4.99.24,0.590980844572457,6.653189415999574e-07,4.0220259537182e-06
Acesulfame,1.7.7.1,0.6402742162380357,3.612982671856907e-08,2.8882727063805824e-07
Acesulfame,1.14.14.47,0.3860896062345298,0.0023128127165450148,0.00675773693896366
Acesulfame,2.7.7.59,0.6170646721635582,1.515895237777603e-07,1.0380078782618616e-06
Acesulfame,3.4.21.83,0.714376292640303,1.4616482890327033e-10,2.7822656639069004e-09
Acesulfame,2.4.2.28,0.7245666057141752,5.972410685723119e-11,1.2236059462243126e-09
Acesulfame,"2.1.1.176,2.1.1.178",0.30772330826883865,0.016764748026581816,0.03801213122469824
Acesulfame,"6.3.2.12,6.3.2.17",0.7658444932278836,1.015069451373105e-12,4.171510761622528e-11
Acesulfame,1.5.5.1,0.61062386110475,2.211447746589643e-07,1.4672764409229824e-06
Acesulfame,1.21.98.1,0.6726387199280016,3.950539305187959e-09,5.702081551447068e-08
Acesulfame,2.7.7.41,0.6953064950176491,7.062883098612325e-10,1.1907781154272817e-08
Acesulfame,6.1.1.9,0.7098881256581471,2.1417256432048586e-10,3.955823446778052e-09
Acesulfame,5.4.99.2,0.7471237030041266,7.097832232035695e-12,1.9426728853316555e-10
Acesulfame,"4.1.2.14,4.1.3.42",0.587358835635246,8.087388602910176e-07,4.814317200688601e-06
Acesulfame,2.5.1.75,0.7049238620792563,3.2411087583485654e-10,5.793106716272622e-09
Acesulfame,"1.1.1.108,1.1.1.157",0.7023294254789048,4.0111377089888886e-10,7.062163692851871e-09
Acesulfame,3.2.2.4,0.5997531709466709,4.1054008294258806e-07,2.5855822884591486e-06
Acesulfame,3.1.30.1,0.7051685837841318,3.1762177784591224e-10,5.685666266452632e-09
Acesulfame,"2.7.7.60,4.6.1.12",0.6504254487301488,1.856569505746197e-08,1.619952882599958e-07
Acesulfame,2.7.2.2,0.6921651569388683,9.049962570228682e-10,1.4957642174194975e-08
Acesulfame,2.5.1.90,0.6254785814430708,9.136669061571853e-08,6.532083063460067e-07
Acesulfame,1.2.1.41,0.6663961067597268,6.183690888807617e-09,8.631198370867341e-08
Acesulfame,3.6.4.12,0.7394880964279414,1.4956648060823417e-11,3.6953190757158993e-10
Acesulfame,"3.5.1.1,3.5.1.38",0.35035524953807873,0.006063586491656084,0.015800642874448826
Acesulfame,2.7.2.8,0.5788489229625511,1.2676483596150524e-06,7.2426186526017875e-06
Acesulfame,"2.3.1.28,2.3.1.79",0.6801724852082842,2.2672994623034667e-09,3.4286398542422325e-08
Acesulfame,1.14.13.59,0.46781047340872756,0.0001639653667355099,0.0006242040218129824
Acesulfame,2.3.1.264,0.46803438652272,0.00016262615802339143,0.0006196525386638395
Acesulfame,"3.3.2.1,3.3.2.15,6.3.2.14",0.6796445011658154,2.3585216741065105e-09,3.556687216946871e-08
Acesulfame,"3.4.21.107,3.4.21.116",0.5063904850364864,3.657727443776565e-05,0.00015915651592889092
Acesulfame,"4.1.1.77,4.2.1.80",0.4574268683700074,0.00023837270358156948,0.0008781213308823666
Acesulfame,1.4.1.23,0.4441811134434803,0.00037772497429733255,0.0013317473807971797
Acesulfame,"2.3.1.184,2.3.1.228,2.3.1.229",0.6194610082986581,1.3143311351041848e-07,9.112886388843779e-07
Acesulfame,3.5.5.8,0.5048512073281117,3.8969914125116056e-05,0.0001686388614597076
Acesulfame,1.14.14.30,0.5057896390680239,3.749458798222171e-05,0.00016281330385505856
Acesulfame,"1.1.1.41,1.1.1.85",0.64173869304042,3.287060460226126e-08,2.64169059786023e-07
Acesulfame,"4.2.1.82,4.2.1.9",0.6758812407597593,3.116941068099943e-09,4.5990557429642314e-08
Acesulfame,"1.1.1.335,1.1.99.28",0.343589902481089,0.007192170789894793,0.018334319241683446
Acesulfame,1.14.13.151,0.6078741541893864,2.59172313953321e-07,1.6965891650835983e-06
Acesulfame,"2.4.1.109,3.2.1.99",0.5140594515686918,2.655329022863552e-05,0.00011876327985396566
Acesulfame,"4.2.1.5,4.2.1.6",0.4569094022599079,0.00024278402421423664,0.0008930336522888091
Acesulfame,2.4.2.30,0.6026981499872383,3.4797901286695287e-07,2.2210173298923484e-06
Acesulfame,"3.5.4.3,3.5.4.33",0.3165303838685061,0.013740681798382948,0.03211856999949862
Acesulfame,2.4.1.46,0.483008758906941,9.275378219218044e-05,0.0003722739588990046
Acesulfame,3.1.3.73,0.6769065883644321,2.8900915102272495e-09,4.283873381304036e-08
Acesulfame,"1.2.1.3,1.2.1.68",0.5807885340965471,1.145502503505133e-06,6.6112708689957214e-06
Acesulfame,1.3.1.34,0.7834474338591967,1.3733627418178998e-13,9.176340236682875e-12
Acesulfame,3.4.24.3,0.6324327560693074,5.9437401836887786e-08,4.6270284510207004e-07
Acesulfame,2.7.1.3,0.6220108936499065,1.1277080863709501e-07,7.918753658005395e-07
Acesulfame,1.1.1.219,0.6331141880192559,5.695248590441328e-08,4.447589925852828e-07
Acesulfame,3.3.1.1,0.6848148218595321,1.597161295328925e-09,2.4941879295030867e-08
Acesulfame,1.1.1.86,0.7119765979244348,1.7945095665361911e-10,3.362205104068281e-09
Acesulfame,3.1.4.55,0.6898953818285434,1.0804379776362128e-09,1.7463766898465603e-08
Acesulfame,"1.2.1.16,1.2.1.20,1.2.1.3,1.2.1.79",0.662322259798559,8.23698621952259e-09,1.1233168259098157e-07
Acesulfame,3.1.1.5,0.6450047509317884,2.6573583049896563e-08,2.1916171290438335e-07
Acesulfame,1.14.19.1,0.7019026857028826,4.153363860584969e-10,7.292149618200839e-09
Acesulfame,2.7.1.15,0.6856207479235884,1.50192781867423e-09,2.356422362802587e-08
Acesulfame,2.1.1.191,0.6287018394987313,7.49570669825632e-08,5.463289577637615e-07
Acesulfame,6.1.1.2,0.7778409905281688,2.648528168188413e-13,1.4048883974493537e-11
Acesulfame,"3.2.1.133,3.2.1.135,3.2.1.54",0.6142933198343278,1.7852049833810995e-07,1.205368081990957e-06
Acesulfame,6.3.2.1,0.6822501906431035,1.9397744238665177e-09,2.9687528060381755e-08
Acesulfame,5.3.3.17,0.7212160151177905,8.050727180282802e-11,1.6329821150459407e-09
Acesulfame,4.1.3.27,0.7614040359137857,1.6359751035601079e-12,5.5669454703219896e-11
Acesulfame,3.6.3.14,0.6789372598461366,2.4861758747953197e-09,3.7324359934742755e-08
Acesulfame,"3.2.1.177,3.2.1.199",0.5059783170517115,3.7204268058845606e-05,0.00016166371187458889
Acesulfame,2.7.9.1,0.6817256069851977,2.0179521938000087e-09,3.078443925294561e-08
Acesulfame,2.7.1.19,0.611669393601121,2.0811427394548244e-07,1.3875146764863542e-06
Acesulfame,2.1.1.242,0.6990336882808927,5.241463020661998e-10,9.048396563863305e-09
Acesulfame,3.4.13.19,0.5698806309680355,2.0082748488676977e-06,1.1071839537505853e-05
Acesulfame,"3.2.2.23,4.2.99.18",0.7548280833625918,3.2557466311604036e-12,9.927275000198587e-11
Acesulfame,2.7.2.3,0.634105068261967,5.35133658204494e-08,4.189054644267907e-07
Acesulfame,2.7.1.180,0.7207296718747835,8.40433958688486e-11,1.7018052883154014e-09
Acesulfame,1.1.1.308,0.6153346929511309,1.679121296482427e-07,1.140072892369126e-06
Acesulfame,"1.1.1.405,2.7.7.40",0.44535655117943307,0.00036287844459088734,0.001284373128416298
Acesulfame,"3.1.31.1,3.4.16.4",0.42740120825453964,0.0006592633210677431,0.0021976809094081014
Acesulfame,5.5.1.27,0.400393714001301,0.0015246822529843109,0.004662269379641009
Acesulfame,1.1.1.400,0.30772330826883865,0.016764748026581816,0.03801213122469824
Acesulfame,"2.4.1.10,3.2.1.26",0.5419866375398686,7.730282872966572e-06,3.747980321478627e-05
Acesulfame,"1.21.98.1,4.2.1.151",0.40235294398699045,0.0014380282681957658,0.004424224420466742
Acesulfame,"1.16.1.3,1.5.1.41",0.34762510947327974,0.006498817783178103,0.016773397698264244
Acesulfame,"2.1.3.15,6.4.1.3,6.4.1.4,6.4.1.5",0.44877438755623317,0.00032267611736559466,0.0011556516330365376
Acesulfame,"1.2.1.16,1.2.1.18,1.2.1.20,1.2.1.27,1.2.1.3,1.2.1.79,1.2.1.9",0.2947600395152868,0.022241168956054744,0.04829640793180253
Acesulfame,1.18.6.1,0.49555768089038915,5.676688331006725e-05,0.00023806137314408561
Acesulfame,2.4.2.47,0.48422539190167374,8.851544419132294e-05,0.00035676801654318526
Acesulfame,4.99.1.5,0.4584287852094566,0.00023003898340571088,0.0008503185646550303
Acesulfame,2.7.1.184,0.6058605230138036,2.9083126713579765e-07,1.8858798229989287e-06
Acesulfame,"2.7.1.189,4.1.2.17,5.1.3.4",0.32161252479050145,0.01221896355696916,0.02905185127266419
Acesulfame,1.1.1.51,0.47632457500206626,0.00011955751084147883,0.00046917396466675693
Acesulfame,"1.4.3.19,2.8.1.10",0.6511692994313782,1.7664329101200526e-08,1.5464555213965377e-07
Acesulfame,1.13.11.25,0.431692855275918,0.0005732877507751952,0.0019385984283863383
Acesulfame,"2.3.3.1,2.3.3.5",0.7376554730324232,1.7818159359758355e-11,4.3025418672624577e-10
Acesulfame,"1.2.1.3,1.2.1.5",0.3560971990965014,0.005230795907057682,0.013887710591613736
Acesulfame,4.3.1.18,0.32795844178964306,0.010524755738442674,0.02553724814995866
Acesulfame,"1.18.1.2,1.19.1.1,1.3.1.1,1.4.1.13,1.4.1.14",0.3436809465971433,0.007175841084447399,0.018299263873711568
Acesulfame,3.5.1.14,0.448416732475199,0.0003266841945427365,0.0011684563210302063
Acesulfame,2.7.8.36,0.6117411572118167,2.072469006859694e-07,1.3821925318187323e-06
Acesulfame,"5.4.99.19,5.4.99.21",0.6133705676365302,1.8844437595776736e-07,1.2667761665961835e-06
Acesulfame,1.5.99.6,0.6810414144408485,2.1244110948414122e-09,3.22887300082666e-08
Acesulfame,"3.2.1.20,3.5.1.28",0.2942970656312314,0.022461913393827523,0.048724888760576346
Acesulfame,"3.5.4.4,3.5.4.40",0.48247478978754943,9.467221306146527e-05,0.00037925594267175885
Acesulfame,2.7.7.70,0.5861705872502887,8.617817634302757e-07,5.103220369853409e-06
Acesulfame,1.3.7.9,0.5956417001156957,5.157066571163865e-07,3.1866262818846095e-06
Acesulfame,"3.5.1.11,3.5.1.97",0.5205986200561363,2.0083672465846395e-05,9.192453328152408e-05
Acesulfame,3.5.4.19,0.6143287632365493,1.7814930385573418e-07,1.2030463715998289e-06
Acesulfame,1.1.1.38,0.7198914232256051,9.048749312528906e-11,1.8276671088151627e-09
Acesulfame,4.1.1.52,0.34816093905207407,0.006411301147612754,0.016579120748953024
Acesulfame,3.1.21.4,0.48538786833696945,8.463287826199411e-05,0.0003425150974920775
Acesulfame,"1.14.13.208,1.18.1.2,1.19.1.1",0.544879688294066,6.759370849322891e-06,3.379293781856529e-05
Acesulfame,3.4.15.1,0.5419682647560915,7.736843930812987e-06,3.750954773353728e-05
Acesulfame,"2.3.1.118,2.3.1.5",0.5328355530434432,1.1723602147661803e-05,5.58982590173379e-05
Acesulfame,1.7.2.5,0.6384537921678256,4.060702391368233e-08,3.229816596412458e-07
Acesulfame,1.3.1.24,0.705517534631211,3.0858204759947054e-10,5.538492714509234e-09
Acesulfame,"4.1.2.20,4.1.2.52",0.608748262927722,2.464636492218964e-07,1.6207010564060428e-06
Acesulfame,1.1.1.410,0.6740212980756144,3.572122374634152e-09,5.2012020840555656e-08
Acesulfame,2.4.2.53,0.6395602589969938,3.782715413562602e-08,3.017983625715928e-07
Acesulfame,"2.6.1.9,4.1.1.81",0.6271207168277196,8.262455746366175e-08,5.965816790292096e-07
Acesulfame,"2.6.1.1,2.6.1.2,2.6.1.66",0.7394040154360817,1.507774196802446e-11,3.7204332533346614e-10
Acesulfame,2.7.7.75,0.6827259722336709,1.8713601982660335e-09,2.8725392098777773e-08
Acesulfame,2.5.1.61,0.6519409126307657,1.67731121821491e-08,1.4742395406562086e-07
Acesulfame,"2.3.1.228,2.3.1.229",0.5175423537922524,2.2899981837145354e-05,0.00010373404156694507
Acesulfame,2.1.2.10,0.7339508244833797,2.5272635688248623e-11,5.815195979984958e-10
Acesulfame,2.1.1.80,0.6223980134475486,1.1016595315101027e-07,7.754029581726888e-07
Acesulfame,4.2.1.22,0.7109195076462408,1.9629612457615272e-10,3.6527780279192454e-09
Acesulfame,2.7.8.43,0.643883737595813,2.859393294875122e-08,2.3435723994393416e-07
Acesulfame,2.7.1.6,0.6563015354937848,1.248356927229371e-08,1.1161681111302877e-07
Acesulfame,"4.1.1.36,6.3.2.5",0.6792578432020049,2.42752118297627e-09,3.650731029880864e-08
Acesulfame,3.5.3.4,0.5523589007152581,4.7498399807674335e-06,2.444233272404411e-05
Acesulfame,3.5.1.24,0.6971811979196361,6.08241564116236e-10,1.0372374859740597e-08
Acesulfame,2.3.1.179,0.7222934098632499,7.317103240291659e-11,1.4891871932768965e-09
Acesulfame,2.1.1.228,0.7407618512209926,1.3231756558795051e-11,3.322124379941803e-10
Acesulfame,6.5.1.2,0.7317359157055551,3.106035141795606e-11,6.92377887790752e-10
Acesulfame,"3.5.99.7,4.4.1.15",0.7160803590393069,1.2618794619532316e-10,2.5103756995947895e-09
Acesulfame,3.1.3.27,0.6936159356578152,8.074070840785304e-10,1.3474769302832737e-08
Acesulfame,3.1.1.31,0.719262482062016,9.562826751301369e-11,1.9282258812395404e-09
Acesulfame,2.8.1.10,0.696880147800917,6.230634632965577e-10,1.0603765683470759e-08
Acesulfame,"2.4.1.129,3.4.16.4",0.6081673207321778,2.5484285661946167e-07,1.6706584397524146e-06
Acesulfame,3.1.11.6,0.6848731089326328,1.5900860168396918e-09,2.4838440667863183e-08
Acesulfame,1.17.4.1,0.7068473354915777,2.76323304735119e-10,4.995775494737389e-09
Acesulfame,1.17.1.4,0.7017569659956698,4.2030175923740593e-10,7.372562297582709e-09
Acesulfame,"3.2.1.26,3.2.1.80",0.3642633272518106,0.004220007280353131,0.011480233456861855
Acesulfame,"2.3.1.51,3.1.3.3",0.4537716663864244,0.00027116810410722817,0.000987741947171282
Acesulfame,"3.5.1.119,6.3.1.19",0.3799523275735361,0.00275023935234201,0.007871028190724027
Acesulfame,"2.10.1.1,2.7.7.77",0.3978143313285456,0.0016458961590445531,0.004994264277888278
Acesulfame,"2.5.1.39,2.7.11.1",0.3487000965264094,0.006324284848443519,0.01638288875694317
Acesulfame,"1.1.1.305,2.1.2.13,5.1.3.2",0.30314851747414906,0.018548607457633343,0.04163974261397269
Acesulfame,3.1.3.15,0.6093446902368232,2.3813102971068142e-07,1.570601201263552e-06
Acesulfame,"2.6.1.21,2.6.1.42",0.6604149870510375,9.406143929086249e-09,1.270047332260477e-07
Acesulfame,"2.7.1.17,2.7.1.215,2.7.1.53",0.393237135147605,0.0018824049049659477,0.005626488762437664
Acesulfame,"2.1.1.144,2.1.1.197",0.48363398310509165,9.055294950587613e-05,0.0003641930963931711
Acesulfame,"2.1.1.197,2.1.1.222,2.1.1.64",0.6842740163594067,1.664246754684993e-09,2.590951819805243e-08
Acesulfame,2.4.1.264,0.49324517012775265,6.22324004282502e-05,0.0002589338118061441
Acesulfame,1.14.12.7,0.6005693227951289,3.9221922124605283e-07,2.4789250737685713e-06
Acesulfame,2.3.1.168,0.5677949798061688,2.230764506959697e-06,1.2194040524522594e-05
Acesulfame,3.2.1.15,0.6326818590388792,5.8517396882031304e-08,4.561218394417848e-07
Acesulfame,2.1.1.200,0.7488285675982981,5.987930720569524e-12,1.6796359416812224e-10
Acesulfame,"2.1.3.15,6.4.1.3,6.4.1.4",0.34910453957082666,0.006259691620060843,0.01624013121429016
Acesulfame,3.4.21.96,0.6732439752035554,3.780429852762727e-09,5.473066450939759e-08
Acesulfame,"6.3.3.1,6.3.4.13",0.3567108533577628,0.00514804441558712,0.013693287821909905
Acesulfame,3.5.4.4,0.7370502790826234,1.8872613084181668e-11,4.521679576493973e-10
Acesulfame,5.1.3.9,0.42641630930052943,0.000680571504523955,0.002260885613949228
Acesulfame,2.3.2.3,0.6168263603953186,1.537457627751469e-07,1.051463795046305e-06
Acesulfame,1.2.1.19,0.7038760742032992,3.5334557353840547e-10,6.275117358160922e-09
Acesulfame,4.2.1.148,0.6395652249599759,3.78150926231016e-08,3.0170760165291184e-07
Acesulfame,"3.1.3.15,3.1.3.25,3.1.3.93",0.6783176493696127,2.603368454051816e-09,3.8917780401512305e-08
Acesulfame,5.4.99.1,0.5819141331724914,1.0797664366592072e-06,6.263254501708726e-06
Acesulfame,4.1.1.86,0.6337616982535897,5.4682318146231386e-08,4.2766809137883816e-07
Acesulfame,"1.3.1.76,4.99.1.4",0.6076715614333131,2.6220448392033345e-07,1.7149586356783996e-06
Acesulfame,3.2.1.80,0.5903934295601042,6.868302474482828e-07,4.14223607859286e-06
Acesulfame,2.7.1.100,0.6436774202367819,2.89812271389985e-08,2.3654026499415474e-07
Acesulfame,"3.6.3.4,3.6.3.54",0.7269664753434938,4.809442069297583e-11,1.0063368691185332e-09
Acesulfame,"2.6.1.19,2.6.1.22",0.6962973752603601,6.527353804548847e-10,1.1070212938324038e-08
Acesulfame,"1.13.11.81,2.5.1.15,2.7.6.3,4.1.2.25,5.1.99.8",0.31474008843283746,0.014314233650122443,0.033230298932094206
Acesulfame,2.4.2.18,0.6777715021884337,2.7109891382411376e-09,4.038529499795415e-08
Acesulfame,5.4.99.20,0.6867965823449541,1.3725927408675095e-09,2.1682698280134653e-08
Acesulfame,3.5.1.53,0.5766923012578271,1.4177292752033548e-06,8.03582619717837e-06
Acesulfame,3.1.4.46,0.7750831226651788,3.633280967562325e-13,1.8232863757551275e-11
Acesulfame,3.1.3.18,0.6673869870024379,5.7632712349062985e-09,8.08592558586149e-08
Acesulfame,2.7.1.71,0.6587696523678774,1.0539209282039151e-08,1.4097577972516433e-07
Acesulfame,2.7.1.25,0.5888313543635484,7.472505357198366e-07,4.476504448121445e-06
Acesulfame,2.6.1.55,0.5950377374994265,5.331341070474764e-07,3.2850413254921124e-06
Acesulfame,2.5.1.129,0.6154512832960604,1.667620803992686e-07,1.132981126245075e-06
Acesulfame,5.4.2.10,0.6812396312200998,2.093033496347535e-09,3.183381475138141e-08
Acesulfame,4.2.1.165,0.6271833310394848,8.230735751271855e-08,5.944648614425793e-07
Acesulfame,3.5.1.5,0.6472286515566193,2.2957810462718e-08,1.9373827954897607e-07
