compound,EC,ro,p_value,adjusted_p_value
DEET,"2.4.1.212,3.5.1.104",0.3701272151712911,0.0036047258482289307,0.00999378821627543
DEET,"2.1.3.3,2.1.3.9",0.6136113559722449,1.858058950223733e-07,1.250854824730758e-06
DEET,4.1.1.32,0.7095675423022788,2.2003719910336401e-10,4.072520592792385e-09
DEET,1.2.1.71,0.4250805609461766,0.0007104661617525655,0.0023495898660323565
DEET,3.2.1.78,0.5540301830475429,4.384610214133332e-06,2.2710971193606867e-05
DEET,"2.3.3.13,2.3.3.14",0.4504268056245295,0.00030473362034556117,0.0010978693238981995
DEET,1.14.11.18,0.32355186038650985,0.011677863696240893,0.027932583485159177
DEET,4.2.2.3,0.5625071362043116,2.902385754423913e-06,1.5531178461449026e-05
DEET,3.2.1.68,0.4719285686879712,0.00014088102374723737,0.0005442572780144221
DEET,4.2.1.82,0.5714464646787686,1.8550651696223886e-06,1.0292627195796481e-05
DEET,3.1.26.5,0.6201161707178111,1.2637845597655355e-07,8.790594140363178e-07
DEET,5.4.99.27,0.5471610264266192,6.075173926484947e-06,3.065303659972948e-05
DEET,3.6.3.8,0.6608863799729661,9.103390516695034e-09,1.2320795381785435e-07
DEET,"2.1.1.72,3.1.21.3",0.5806873900809694,1.1515893825900604e-06,6.63856521387401e-06
DEET,4.2.1.7,0.7377513394113105,1.7656365400510192e-11,4.2669856773881667e-10
DEET,"2.7.7.19,2.7.7.72",0.6367456790917986,4.5279784424620664e-08,3.409865706373239e-07
DEET,"2.7.6.3,4.1.2.25",0.7403847984813524,1.3721534913279677e-11,3.428856516029742e-10
DEET,5.1.1.17,0.6713458652250673,4.338492285467421e-09,6.216367817755537e-08
DEET,4.2.99.18,0.671525369192584,4.2825496896782e-09,6.141610301911849e-08
DEET,"1.1.1.18,1.1.1.369",0.44829210726962887,0.0003280914343129469,0.0011731177524956899
DEET,5.4.2.11,0.5382228330113984,9.18807987666686e-06,4.423882119618756e-05
DEET,3.4.21.89,0.5550677971374861,4.171219084284168e-06,2.1698741537900123e-05
DEET,2.7.7.38,0.6040664742801715,3.2206604564055546e-07,2.068727490524004e-06
DEET,"2.4.2.10,4.1.1.23",0.4748273768893865,0.0001264621530920593,0.0004935670310398406
DEET,1.3.1.45,0.6777811472040518,2.7090525050203538e-09,4.036054409873131e-08
DEET,"1.1.1.100,1.1.1.36",0.6060447945050859,2.877895843538216e-07,1.8678825211527564e-06
DEET,3.5.2.2,0.6095831482920202,2.3487427936783348e-07,1.5512602229232843e-06
DEET,2.7.1.23,0.693324734532227,8.261564361781497e-10,1.3755853205416002e-08
DEET,"2.7.1.15,2.7.1.20,2.7.1.213,2.7.1.218,2.7.1.73",0.32684337063675745,0.010806806557258656,0.026126393802660672
DEET,"2.7.11.1,2.7.13.3",0.29765503319116143,0.020902093136326672,0.04642548740952983
DEET,"4.2.1.6,4.2.1.8",0.3595002199659438,0.004786242576683731,0.012841136855551417
DEET,"1.4.1.13,1.4.1.14,1.4.7.1,2.1.1.21",0.36576207170666813,0.0040545151157100135,0.01108021268312246
DEET,"3.1.11.2,4.2.99.18",0.3439305430924043,0.007131239446718664,0.018197862759061354
DEET,"2.5.1.101,2.5.1.56",0.41894433537689446,0.0008636429008427065,0.0027993187720505015
DEET,"1.3.8.3,1.3.8.7",0.5738613102353333,1.6400565349037387e-06,9.187013905783368e-06
DEET,"2.7.4.3,3.5.4.37",0.3372304351199944,0.008416254757872652,0.021039393810335007
DEET,3.2.1.136,0.4773503178693819,0.00011502871281418642,0.00045307452528784575
DEET,"2.5.1.3,2.7.1.35,2.7.1.49,2.7.4.7",0.4820902129737153,9.607643390596645e-05,0.0003844123095938114
DEET,"1.2.1.3,1.2.1.83",0.37852468476661383,0.0028619815550157603,0.008151943966826579
DEET,2.6.1.86,0.6505893970672725,1.8363372970710527e-08,1.602521661296365e-07
DEET,4.2.1.109,0.6559633500091533,1.2775017067164163e-08,1.1402112121681524e-07
DEET,2.4.1.349,0.48461892424547887,8.718311159645236e-05,0.00035186526212433963
DEET,"2.3.1.181,2.8.1.8",0.36615391965615496,0.004012204281687899,0.010977148648822365
DEET,"1.1.1.219,5.1.3.2",0.46075794160031563,0.00021168433124969726,0.0007880258582501842
DEET,"6.2.1.1,6.2.1.32",0.6263413074896784,8.667065682940175e-08,6.222837203525136e-07
DEET,2.1.1.67,0.585006199223525,9.16908600377946e-07,5.397128106349875e-06
DEET,"3.2.1.1,5.4.99.16",0.6299346541160561,6.944940422793627e-08,5.126218277721538e-07
DEET,"4.2.1.153,4.2.1.56",0.5976994695378859,4.6025975082290565e-07,2.8717143924998643e-06
DEET,3.1.1.76,0.41309196518890295,0.0010368856067094676,0.0032995795581253927
DEET,"1.1.1.35,4.2.1.17,5.1.2.3,5.3.3.8",0.48475291304614826,8.673370871715793e-05,0.000350234594967931
DEET,"2.7.8.7,3.2.1.52",0.49116966906508974,6.754655443186211e-05,0.00027919944641241614
DEET,3.2.1.8,0.46300638491069546,0.00019524568235480553,0.000732257005667254
DEET,"5.3.1.22,5.3.1.35",0.5095668313391841,3.206317816702095e-05,0.00014113058069627646
DEET,"3.5.4.33,4.2.1.96",0.5645418719728531,2.624256812950238e-06,1.4153008242735512e-05
DEET,2.8.3.6,0.5943323978383527,5.541861209046607e-07,3.4034641366647998e-06
DEET,3.4.24.25,0.36884087702406443,0.003732439575762142,0.010303462549855303
DEET,"5.3.1.8,5.3.1.9",0.6262795621099421,8.699904735423616e-08,6.245905666762548e-07
DEET,"1.1.1.79,1.1.1.81",0.4963059695078338,5.5095430677056836e-05,0.00023172096579529358
DEET,4.4.1.1,0.5621439626441422,2.954834795049014e-06,1.579167926767669e-05
DEET,2.7.7.85,0.5608190876683878,3.1537701338062066e-06,1.6770741392601554e-05
DEET,4.2.1.126,0.5387773578934734,8.958333603064786e-06,4.3178463459217204e-05
DEET,4.1.1.20,0.5131011045050184,2.764924842998624e-05,0.00012325795354825773
DEET,"4.2.1.51,4.2.1.91,5.4.99.5",0.5575178358260053,3.705185615485978e-06,1.945101999209146e-05
DEET,5.1.1.7,0.6738568521166101,3.6152626487311238e-09,5.256255293305336e-08
DEET,3.2.1.37,0.515939563278074,2.45191223840582e-05,0.00011037756264865884
DEET,6.1.1.7,0.6199995965716099,1.27264240954051e-07,8.846139238136407e-07
DEET,3.2.2.1,0.652017316580086,1.668721587778149e-08,1.467188031145106e-07
DEET,2.5.1.55,0.7026021402975045,3.922681712237284e-10,6.917218105377142e-09
DEET,"1.2.1.77,1.2.1.91,3.3.2.12",0.3659300065421625,0.004036333853858029,0.011035686996201584
DEET,1.13.11.3,0.6402721450003535,3.6134645133333304e-08,2.739035230906372e-07
DEET,"1.1.1.35,4.2.1.17,5.1.2.3",0.42310586363761543,0.0007568399040047243,0.0024869913985296485
DEET,6.3.4.5,0.47527279406269685,0.0001243707256807997,0.0004862929078922975
DEET,6.1.1.11,0.6877970180446783,1.2709376790463877e-09,2.0225440246737513e-08
DEET,3.6.3.36,0.6556020711813443,1.3093468049726272e-08,1.1670717012668109e-07
DEET,3.5.1.108,0.6033462581727578,3.354703529735479e-07,2.14796110329737e-06
DEET,3.1.3.48,0.7141431411087625,1.4912129710614696e-10,2.834129017739846e-09
DEET,2.7.7.49,0.6669882438546825,5.929091817109573e-09,8.300049532324913e-08
DEET,1.1.1.30,0.4866970603904242,8.044823847310697e-05,0.0003270413230086895
DEET,"4.2.1.156,4.2.1.42",0.6185939857154558,1.3841532123214093e-07,9.54960032759333e-07
DEET,"2.3.1.16,2.3.1.9",0.5423396063048059,7.605236042029377e-06,3.689832020858861e-05
DEET,1.3.8.7,0.5975590734278597,4.638572859373832e-07,2.892233253597388e-06
DEET,"2.4.1.187,2.4.1.252",0.32500134916201306,0.011287072915405389,0.027119863195770626
DEET,"3.1.26.5,4.2.1.55",0.5691953117621925,2.0789846396951076e-06,1.1429695853779654e-05
DEET,1.3.7.8,0.4113508641607703,0.0010941529227531256,0.0034616893397742747
DEET,1.1.99.24,0.4075384814715503,0.001229607873529613,0.0038457275279189787
DEET,4.4.1.31,0.36783326801109834,0.0038352602951279248,0.010551293708892705
DEET,1.1.1.105,0.3709089717500729,0.003529013993406612,0.009809593353891437
DEET,1.13.11.37,0.5487973493423801,5.624775830877253e-06,2.854710289346595e-05
DEET,"1.4.1.1,4.3.1.12",0.39767633936504887,0.0016526176631494925,0.005012378699553975
DEET,2.3.1.60,0.3956490400666445,0.001754240884427044,0.005285230166751051
DEET,"1.1.1.100,1.5.1.33",0.6057088905941361,2.9335682529439546e-07,1.900716222475631e-06
DEET,"2.3.2.3,6.1.1.6",0.2949860161545743,0.02213409291408611,0.04898755782937811
DEET,"4.1.1.103,4.1.1.46",0.3742630845197995,0.0032199224630839224,0.009045489572475087
DEET,2.1.1.43,0.4295398591328528,0.0006150591865257541,0.0020648559667635867
DEET,4.2.1.141,0.6398142892798939,3.721479066403778e-08,2.818241148681354e-07
DEET,"1.4.9.1,1.4.9.2",0.5964447169063442,4.933625192570643e-07,3.059643028962882e-06
DEET,"1.5.1.3,2.1.1.45",0.5057821817535169,3.7506105489652634e-05,0.00016285187418738997
DEET,2.4.1.291,0.5124543000586063,2.841243243063933e-05,0.0001263631769248831
DEET,"3.1.3.41,4.3.2.1,6.3.5.5",0.6165035552629538,1.5671255682827946e-07,1.0699577596467456e-06
DEET,6.1.1.13,0.5539842109552225,4.394296138433778e-06,2.2756697259189138e-05
DEET,2.7.1.168,0.6133921604402883,1.8820633799480353e-07,1.2654079734142897e-06
DEET,4.1.1.21,0.6399593054663228,3.686942308902685e-08,2.7929038607757734e-07
DEET,3.4.22.70,0.3803330549239027,0.0027211028297778467,0.0077980670421351345
DEET,4.2.1.70,0.6518333943045455,1.689469645845751e-08,1.484125594947511e-07
DEET,2.7.7.19,0.5203359305156646,2.0312493512579355e-05,9.290422313184907e-05
DEET,"1.8.4.11,1.8.4.12",0.6655310467825539,6.5743040241801205e-09,9.130081052344995e-08
DEET,1.18.1.2,0.501643103316829,4.4428165150046384e-05,0.0001902901616372906
DEET,1.3.8.12,0.44642876362625505,0.0003498010907398186,0.0012427650868258235
DEET,2.7.1.4,0.5820547119830869,1.071809359054822e-06,6.220788927439172e-06
DEET,"2.7.1.49,2.7.4.7",0.4507401983508048,0.00030143511842310733,0.0010871338972148084
DEET,1.3.1.12,0.6396423402065287,3.7628257460509384e-08,2.848474171875075e-07
DEET,1.2.1.70,0.674633329349,3.41580976492802e-09,4.994320863526713e-08
DEET,"1.2.4.1,1.2.4.4",0.6752557418710255,3.2635049571709235e-09,4.7873805267780966e-08
DEET,"1.1.3.9,3.2.1.4",0.46433663979553624,0.00018607853624390852,0.0007006169342312463
DEET,4.2.1.40,0.6458005984259333,2.522192238247871e-08,2.092533668690124e-07
DEET,3.7.1.2,0.6018099691330824,3.658340481888908e-07,2.3257593470248653e-06
DEET,"3.1.3.15,3.1.3.25",0.35700650660007605,0.00510858829576991,0.013600587532937256
DEET,2.4.2.7,0.649084846048834,2.0300931135596e-08,1.7347624036242037e-07
DEET,"2.1.1.163,2.1.1.201",0.5613045139592556,3.079473170918003e-06,1.6407575633900996e-05
DEET,1.4.5.1,0.6882633211077595,1.2260353584801558e-09,1.956310955643032e-08
DEET,6.2.1.17,0.6444777225818596,2.7506022958354052e-08,2.2609760767564273e-07
DEET,5.4.99.25,0.5098370284113819,3.170400518710435e-05,0.00013968236182024444
DEET,5.1.1.13,0.42642822680435244,0.0006803099883940758,0.002260136281936664
DEET,"4.2.1.46,4.2.1.76",0.6735389822155281,3.7000544049976785e-09,5.369599779496911e-08
DEET,3.1.26.3,0.5119936501161061,2.8967802488507156e-05,0.00012864204331608533
DEET,5.3.1.14,0.44887498609848026,0.0003215568580960561,0.0011521681700180915
DEET,2.7.13.3,0.7084793735383959,2.411028950297512e-10,4.407173438955809e-09
DEET,"1.8.1.4,2.3.1.12",0.5866907687537324,8.381719724605506e-07,4.973918537781068e-06
DEET,"1.17.1.1,2.6.1.102",0.35736136742441504,0.00506158229111116,0.013489725608254986
DEET,4.2.1.159,0.37530297144556896,0.003129099416084474,0.008818946793513669
DEET,"3.5.5.1,3.5.5.7",0.6081332110349628,2.5534306762861334e-07,1.6737880337579963e-06
DEET,"6.1.1.12,6.1.1.23",0.4153457909337581,0.000966768844484872,0.003097486636700808
DEET,2.4.1.287,0.3143595022477469,0.014438776465772725,0.03349433227834174
DEET,2.7.1.166,0.5626444943887207,2.88277626414002e-06,1.5435254068646774e-05
DEET,2.1.1.41,0.4228629217412108,0.0007627302514154372,0.0025047013026108637
DEET,"1.1.1.26,1.1.1.29",0.44932363608511316,0.00031660812405636123,0.0011362312136967703
DEET,"3.4.11.2,3.4.24.3",0.30129018539902885,0.01931810708296811,0.04317271754832712
DEET,"5.1.3.2,5.1.3.26",0.3242641310487377,0.01148439475831965,0.02752845162466919
DEET,2.7.4.2,0.45344693591893,0.00027427219711377527,0.0009978986476065982
DEET,"2.7.1.15,2.7.1.184",0.3271382503881785,0.010731589359005375,0.025971088364172945
DEET,"2.1.1.187,2.1.1.235,2.1.1.324",0.4192471665249587,0.0008554348696360596,0.002775944723523318
DEET,1.1.1.412,0.6547856273842034,1.384098953487266e-08,1.2297903787386384e-07
DEET,3.2.1.31,0.4483440631788676,0.0003275040899423435,0.0011711508784108958
DEET,1.3.3.5,0.3760578638461673,0.0030645995387513815,0.008658915166891438
DEET,3.6.1.17,0.6384028661744933,4.073949878644372e-08,3.076745280251545e-07
DEET,2.1.1.61,0.5040071865223322,4.0342442211867e-05,0.0001740874172637624
DEET,"5.4.99.24,5.4.99.28,5.4.99.29",0.624307678312623,9.812463662773199e-08,6.972072860442732e-07
DEET,4.1.99.1,0.5008529831670481,4.5876695729165975e-05,0.00019593749114275294
DEET,3.2.1.96,0.3973426686859737,0.0016689722898976143,0.005055709972937136
DEET,"1.3.99.26,1.3.99.27,1.3.99.28,1.3.99.29,1.3.99.31,5.2.1.13",0.6003434956467962,3.9721019443557373e-07,2.5082357780701406e-06
DEET,2.3.1.176,0.34801529157064354,0.006434986853225195,0.016633039475994784
DEET,2.8.2.37,0.6256247064667052,9.055478867206133e-08,6.479195644813306e-07
DEET,1.2.7.8,0.710461134023818,2.0405836727224883e-10,3.78489781882496e-09
DEET,1.11.1.10,0.5288388596222586,1.4009252961255794e-05,6.602154517876603e-05
DEET,4.3.1.7,0.6273437677822915,8.149982350905268e-08,5.892050688273615e-07
DEET,"3.5.1.84,6.3.5.6,6.3.5.7",0.5541187158723054,4.3660131776058836e-06,2.2621675982364264e-05
DEET,2.7.8.8,0.5895737444130708,7.179393192519397e-07,4.313183557149589e-06
DEET,3.4.11.5,0.7210793991720945,8.148602230948532e-11,1.6521493762153636e-09
DEET,3.1.4.52,0.3905030806742176,0.0020377615134811945,0.006036531213648819
DEET,2.7.1.130,0.5700130454891195,1.9948744716132463e-06,1.1004243120957899e-05
DEET,2.6.1.59,0.6710054097517344,4.446501815227745e-09,6.358912319385884e-08
DEET,"1.14.19.11,1.14.19.2,1.14.19.26",0.6549135533588989,1.3721255992082159e-08,1.2197183226284184e-07
DEET,5.3.3.2,0.5528897131070166,4.630875307242121e-06,2.3877896541679843e-05
DEET,2.6.1.113,0.4572392972924982,0.00023996318804120977,0.000883470075300452
DEET,2.1.1.33,0.49019428477646315,7.018562918823737e-05,0.00028880577197733915
DEET,1.5.1.36,0.46109234819647094,0.00020916191899019083,0.0007796184946706316
DEET,1.3.99.23,0.43487234130696967,0.0005162925315976639,0.0017648667684251776
DEET,4.3.2.2,0.6120810581768785,2.0318466727978886e-07,1.3575486323905713e-06
DEET,2.7.6.1,0.6907601033157983,1.0101018747626002e-09,1.6439194141676145e-08
DEET,5.1.3.3,0.5215527301046127,1.927252287028375e-05,8.847872032341028e-05
DEET,"2.7.1.25,2.7.7.4",0.5478402000730056,5.884300761767694e-06,2.9765044972917077e-05
DEET,"2.7.1.15,2.7.1.20",0.6593125634039706,1.0151783122669087e-08,1.3619916982509214e-07
DEET,"2.7.1.2,2.7.1.63",0.6302338743855643,6.817138169348428e-08,5.03703833298261e-07
DEET,1.7.1.15,0.6036792161034279,3.2920964909920764e-07,2.110761764208741e-06
DEET,6.1.1.3,0.5859016588077298,8.74230822660275e-07,5.17095581110977e-06
DEET,4.1.2.52,0.6774800627740081,2.770130131953233e-09,4.119797374316631e-08
DEET,4.1.1.49,0.4260320549690549,0.0006890524445906346,0.00228593468147982
DEET,4.1.1.48,0.6823179570534749,1.9298872994522317e-09,2.95547111770716e-08
DEET,2.8.3.16,0.7235174383983635,6.56085656767054e-11,1.3406069725249311e-09
DEET,2.7.7.18,0.5276728727801808,1.4750198192708604e-05,6.923461596013089e-05
DEET,2.5.1.15,0.5506456296159387,5.153540770299295e-06,2.6341091005671478e-05
DEET,2.3.1.234,0.5133413845694477,2.73706012386005e-05,0.0001221110198857527
DEET,"1.1.1.1,1.3.1.85",0.49632821836933944,5.504643544946899e-05,0.00023153924340015318
DEET,4.3.3.7,0.546682053579749,6.213233989774063e-06,3.1293303004807436e-05
DEET,4.2.1.149,0.4898066899729082,7.126045022690123e-05,0.00029304220319735345
DEET,"2.7.7.87,3.5.2.3",0.47851771019776396,0.00011006646723055692,0.00043515735295517267
DEET,"2.3.1.9,4.2.1.149,4.2.1.17",0.38265452106766806,0.0025493115950404933,0.007359188957254981
DEET,"3.5.1.4,4.2.99.18",0.6167748969003408,1.5421517761223953e-07,1.0543791583514823e-06
DEET,1.3.99.8,0.4150651499012683,0.000975260116450879,0.0031223280680728054
DEET,"4.1.2.13,4.1.2.40",0.4681333573791207,0.00016203741952619243,0.0006176766886303747
DEET,3.4.21.62,0.5872881437991887,8.11806872300884e-07,4.830946900301472e-06
DEET,"2.5.1.49,2.6.1.37,3.11.1.1",0.5168440544894591,2.359282637516612e-05,0.00010657398213553436
DEET,2.7.10.2,0.4646730446069557,0.00018382354687715573,0.0006929091003099106
DEET,2.3.2.23,0.30298710438636667,0.018614393263408916,0.04170551356168071
DEET,"1.5.1.3,1.5.1.47,2.1.1.45,3.5.4.12",0.5788807557615686,1.2655488502564229e-06,7.265810376666578e-06
DEET,1.3.7.4,0.3345400541149382,0.008986403790927104,0.022275124958106438
DEET,"3.6.1.55,3.6.1.67",0.37259255223210336,0.0033707279368440555,0.009419048327205366
DEET,"3.5.1.107,3.5.1.59",0.602833908656386,3.453231054614153e-07,2.205815184141871e-06
DEET,"1.14.99.50,2.7.11.1",0.38017318812855255,0.0027333035962694868,0.007829564458139553
DEET,2.7.1.8,0.4602518436362267,0.0002155547324569836,0.0008011491648960837
DEET,"6.4.1.4,6.4.1.5",0.4669661535164172,0.00016910655098385056,0.0006420154791359449
DEET,"5.4.99.20,5.4.99.22",0.3350685495883303,0.008871825550906695,0.022027965000754345
DEET,1.13.11.4,0.681394817702593,2.0687746996673997e-09,3.14960734001725e-08
DEET,3.2.1.196,0.47713134507420984,0.00011598207126741191,0.0004564618996852752
DEET,1.13.11.2,0.5549589329494391,4.193144015663456e-06,2.1804289422503328e-05
DEET,6.3.1.10,0.6049699364648912,3.059624271351663e-07,1.975149117762825e-06
DEET,1.4.1.11,0.3545642370163004,0.005442649279500619,0.014380164788634039
DEET,3.6.3.28,0.5011731429712084,4.528457056656163e-05,0.00019363594896755232
DEET,"3.1.3.6,3.1.4.16",0.577153509552154,1.384299998855952e-06,7.862752522704835e-06
DEET,"2.5.1.15,2.7.6.3",0.4510137190966175,0.00029858291363034725,0.0010780047214561993
DEET,"3.1.3.15,4.2.1.19",0.6301386673749999,6.857560277958262e-08,5.06520440867557e-07
DEET,2.5.1.16,0.7024855645317342,3.96026433085089e-10,6.9773397920016715e-09
DEET,"2.1.3.15,6.4.1.2",0.5134508269436223,2.7244547019777174e-05,0.00012158932176750225
DEET,1.4.3.16,0.5799644347071652,1.1959872013142275e-06,6.874961815828656e-06
DEET,1.1.1.22,0.5281173628808311,1.4463551607750825e-05,6.799358750531131e-05
DEET,3.6.3.32,0.4797201227658566,0.00010516155376117291,0.00041736649631864917
DEET,1.1.1.94,0.5271629368094313,1.508554101061204e-05,7.067672409300703e-05
DEET,"1.1.1.120,1.1.1.175,1.1.1.48",0.5001271977269688,4.7245575497964746e-05,0.00020127796152867453
DEET,"1.1.1.1,1.1.1.61",0.5769837366233304,1.396518718486633e-06,7.926118195177815e-06
DEET,4.1.1.97,0.5387333583306558,8.976366112064164e-06,4.326111417486183e-05
DEET,3.6.1.55,0.6023969004952135,3.539411816778507e-07,2.255887385572251e-06
DEET,2.1.1.11,0.4717821240723411,0.0001416479621701533,0.0005469656491679139
DEET,2.7.12.2,0.3916800146512943,0.0019695331746135843,0.0058567206699467935
DEET,2.7.1.81,0.29676691838053565,0.021305414653761876,0.04725070904816793
DEET,"1.14.19.49,5.5.1.19",0.3087350487412991,0.01639068338599081,0.03731433220591418
DEET,3.5.3.9,0.3680571811250908,0.003812197175647765,0.010495783823944376
DEET,4.1.99.19,0.2975573240226063,0.020946146391302288,0.04651629029839336
DEET,"3.2.1.52,3.4.13.22",0.4361858715719745,0.0004942862359287673,0.0016964679270397207
DEET,"1.1.1.2,1.1.1.307,1.1.1.346",0.599835920501954,4.0864656162744396e-07,2.5750573364035176e-06
DEET,"3.6.1.13,5.4.2.12",0.3432491197151027,0.007253582349978502,0.018474602534133442
DEET,"4.1.2.43,5.3.1.27",0.3047133507498937,0.017921045835363303,0.04021636402781796
DEET,2.3.1.48,0.3335456452061046,0.009205484208252809,0.022739909104464898
DEET,"1.1.3.15,1.1.3.46",0.4102741699284776,0.001130976629958455,0.0035667298990213207
DEET,1.11.2.4,0.3737677357423261,0.0032640025473357286,0.0091578035166713
DEET,"4.2.1.42,4.2.1.7,4.4.1.24",0.49453245596193207,5.9132900789858905e-05,0.00024714049181962915
DEET,"4.4.1.1,4.4.1.11",0.3484870164601737,0.006358550027605383,0.016460383954587838
DEET,"2.1.1.185,2.1.1.34",0.32732974470020504,0.010682986561901827,0.025872960052125474
DEET,2.6.1.109,0.6167748969003408,1.5421517761223953e-07,1.0543791583514823e-06
DEET,3.4.24.80,0.45634226923519694,0.00024770428819278226,0.000909497395380781
DEET,"3.4.13.22,3.4.16.4",0.5630842877049235,2.8208197180976226e-06,1.5127447996243236e-05
DEET,1.13.12.4,0.6364116822197659,4.625086555962088e-08,3.4775789209878354e-07
DEET,2.7.1.95,0.492450897496838,6.42188135104385e-05,0.00026651588887076317
DEET,"3.1.2.30,4.1.3.34",0.476584774349693,0.00011839345700934056,0.00046501646165397764
DEET,"1.4.1.18,1.5.1.10",0.5291406598147836,1.3823180460394564e-05,6.521867539743185e-05
DEET,4.1.3.30,0.5758710288948494,1.4791346124350134e-06,8.354821809856333e-06
DEET,4.1.1.7,0.5235853254727836,1.7644740112587606e-05,8.160247252295934e-05
DEET,1.5.1.28,0.4474651200064241,0.00033757038228684837,0.0012036364277762121
DEET,3.2.2.26,0.5266650790472818,1.5419755331086322e-05,7.211892071747577e-05
DEET,1.13.11.14,0.61470974870527,1.7420487792279572e-07,1.1786713421029e-06
DEET,1.14.13.235,0.5610113924132284,3.124138973508485e-06,1.6625427512314406e-05
DEET,5.4.1.3,0.5896054941241944,7.16710137921224e-07,4.306504492773859e-06
DEET,4.1.1.5,0.5905407114664053,6.813763018175446e-07,4.111823141439041e-06
DEET,"2.7.1.36,2.7.4.2",0.46677952146228696,0.0001702627186335634,0.0006459813286566836
DEET,3.4.21.10,0.6853857944218265,1.5291203454549148e-09,2.396522275442756e-08
DEET,1.17.2.1,0.690037325513143,1.0685821205966263e-09,1.7353723161125875e-08
DEET,4.2.1.45,0.5480380501326808,5.829757388154065e-06,2.9508477969205054e-05
DEET,1.2.1.88,0.434099714478006,0.0005296483694244833,0.0018058923437291984
DEET,5.1.3.8,0.7400768125766344,1.4134366325393848e-11,3.517636262275118e-10
DEET,1.4.1.4,0.45131570895188317,0.0002954624392888103,0.0010675618745128797
DEET,1.1.2.4,0.4678315475095277,0.00016383889474927662,0.0006238358857681633
DEET,2.3.3.5,0.6050837807856403,3.039877754355887e-07,1.9634098005567506e-06
DEET,1.1.1.175,0.5439177243675891,7.068836559022921e-06,3.522323783751285e-05
DEET,4.3.1.19,0.5645764336254876,2.6197551907464454e-06,1.4130808510458506e-05
DEET,3.2.1.1,0.7521468407498753,4.28391196461493e-12,1.2588665079643796e-10
DEET,2.7.9.3,0.6169155217208236,1.5293567572364081e-07,1.0464277738111614e-06
DEET,2.3.1.28,0.4852853950178442,8.496872521217145e-05,0.0003437320383945145
DEET,3.5.1.42,0.5504999099087257,5.189312847538996e-06,2.6508844212143914e-05
DEET,1.1.1.40,0.5840737304505677,9.634202011573578e-07,5.645908473719886e-06
DEET,3.6.1.23,0.5813552671058791,1.1119500051097983e-06,6.434246966410961e-06
DEET,3.5.1.4,0.5656256155174201,2.486484654569536e-06,1.3470404882270402e-05
DEET,1.2.4.2,0.4168749383945372,0.0009216621096475191,0.002966959311827481
DEET,"4.3.1.23,4.3.1.3",0.630817909917411,6.574047001701167e-08,4.868868639087475e-07
DEET,"4.2.1.33,4.2.1.35",0.5613706000668048,3.069485694100451e-06,1.635951187694305e-05
DEET,3.6.4.6,0.5762352991915756,1.4515977490262792e-06,8.212585137570965e-06
DEET,2.1.1.190,0.5328460843480114,1.1718066112445214e-05,5.5872468524313764e-05
DEET,4.2.1.17,0.6193584387675025,1.3224147422199434e-07,9.163014643166401e-07
DEET,1.6.5.3,0.706439325979873,2.858634467967034e-10,5.15787253338294e-09
DEET,"1.5.1.5,3.5.4.9",0.5259024233311957,1.5945078451589193e-05,7.437115703663742e-05
DEET,4.1.1.64,0.34885179700775937,0.006299988769218112,0.016329102383831607
DEET,"3.1.3.1,3.1.3.5",0.6416267708154915,3.31095476693994e-08,2.6745702493042593e-07
DEET,"1.5.1.1,4.3.1.12",0.297782520345766,0.020844732393211454,0.046305796642783524
DEET,"3.4.17.18,3.4.17.22",0.6082129819558453,2.5417468697269347e-07,1.6666754239469773e-06
DEET,"2.7.1.2,2.7.1.4,2.7.1.59",0.5574031022553524,3.725877881515715e-06,1.955171735022498e-05
DEET,"3.2.1.14,3.2.1.78",0.41102692027831705,0.0011051168280378219,0.0034926606288897834
DEET,"2.5.1.84,2.5.1.85",0.4244071139959396,0.0007259842266125029,0.002395627766469163
DEET,2.7.1.200,0.3211887027165468,0.012340054006615177,0.029302550889967704
DEET,1.2.1.84,0.29707092055056283,0.02116662088983408,0.046965381185800376
DEET,"3.5.1.6,3.5.1.87,3.5.3.9",0.6390189381072306,3.916392506716879e-08,2.9612956008155666e-07
DEET,5.5.1.9,0.33365260752502324,0.009181698441340196,0.022687137836791348
DEET,"1.2.5.3,1.3.7.9",0.5188219804549465,2.167903338654143e-05,9.862039570245315e-05
DEET,2.4.2.52,0.5511151895114377,5.039828042779795e-06,2.581204233583664e-05
DEET,"2.3.1.47,6.2.1.14",0.39439811883734954,0.001819702833696446,0.005458872805962574
DEET,3.2.1.81,0.3834100229143778,0.0024955246754264264,0.007222208001894726
DEET,"2.7.7.13,5.3.1.8",0.6010522055998624,3.817440352564203e-07,2.418032756477031e-06
DEET,4.4.1.19,0.6689290692685369,5.162383849265703e-09,7.302242566392701e-08
DEET,1.14.15.7,0.8056416021466349,8.321298568273175e-15,1.1304338671943656e-12
DEET,1.1.1.132,0.4390174508960264,0.0004497162950574685,0.0015573804969247298
DEET,"1.2.1.38,2.7.2.8",0.3650343540861927,0.004134139667600976,0.011272769898419173
DEET,4.1.1.74,0.7179099394300432,1.0764033601759102e-10,2.1592542474305968e-09
DEET,"4.2.1.7,4.4.1.24",0.6822487758022705,1.939981360086856e-09,2.968966256630943e-08
DEET,4.1.2.43,0.5105312513609409,3.07981683119491e-05,0.00013601277706983312
